job_id,title,city,experience_level,employment_type,salary_min,salary_max,skills,source_platform,salary_avg
979,Database Administrator,Pune,Mid,Full-time,635736,759167,"Backup & Recovery, SQL, Linux, Oracle",Indeed,697451.5
980,Database Administrator,Gurgaon,Mid,Internship,940940,1233203,"SQL, Linux, Oracle",Indeed,1087071.5
981,Machine Learning Engineer,Noida,Mid,Contract,1080845,1309256,"SQL, PyTorch, AWS",Glassdoor,1195050.5
982,QA Engineer,Chennai,Mid,Contract,816632,999261,"SQL, Selenium, Automation, Python, Manual Testing",LinkedIn,907946.5
983,Cloud Engineer,Pune,Entry,Internship,398519,489991,"AWS, Azure, Kubernetes, Docker, Python",LinkedIn,444255.0
984,Machine Learning Engineer,Gurgaon,Mid,Full-time,644995,742252,"SQL, AWS",Glassdoor,693623.5
985,Software Engineer,Chennai,Mid,Internship,779528,987959,"Python, Git, Java, React, SQL",LinkedIn,883743.5
986,Data Analyst,Pune,Senior,Full-time,1647679,1781614,"Tableau, Python",Glassdoor,1714646.5
987,Data Analyst,Noida,Mid,Full-time,628352,733793,"Python, Power BI",Glassdoor,681072.5
988,Web Developer,Pune,Senior,Full-time,1345246,1467048,"HTML, JavaScript, React, CSS, Node.js",LinkedIn,1406147.0
989,Cloud Engineer,Delhi,Entry,Full-time,324232,608839,"Docker, Python, AWS, Kubernetes, Azure",Naukri,466535.5
990,Business Analyst,Gurgaon,Mid,Contract,829000,971980,"SQL, Excel, Tableau, Power BI, Communication",Naukri,900490.0
991,Machine Learning Engineer,Pune,Entry,Full-time,430926,707497,"Python, SQL, TensorFlow, AWS",Glassdoor,569211.5
992,Database Administrator,Gurgaon,Entry,Full-time,357310,602792,"Linux, MySQL, Backup & Recovery",LinkedIn,480051.0
993,Business Analyst,Chennai,Entry,Full-time,478160,679374,"Power BI, Tableau",Naukri,578767.0
994,Data Analyst,Delhi,Mid,Contract,861688,1081796,"Python, Tableau, Excel, Power BI, SQL",LinkedIn,971742.0
995,Cloud Engineer,Hyderabad,Mid,Internship,824596,972407,"Python, Azure, Docker",Naukri,898501.5
996,Business Analyst,Delhi,Mid,Contract,748503,982552,"SQL, Tableau",Glassdoor,865527.5
997,Data Scientist,Bangalore,Senior,Full-time,2241036,2487629,"Statistics, Python",Glassdoor,2364332.5
998,Web Developer,Mumbai,Mid,Internship,889190,1039087,"CSS, React",Naukri,964138.5
999,Data Scientist,Gurgaon,Mid,Contract,969012,1224699,"Python, Machine Learning, Pandas, SQL, Statistics",Glassdoor,1096855.5
1000,Web Developer,Noida,Mid,Full-time,1071957,1360261,"HTML, Node.js, React, JavaScript, CSS",Naukri,1216109.0
1001,Cloud Engineer,Remote,Senior,Internship,1557377,1757372,"Azure, Kubernetes, AWS, Python, Docker",Indeed,1657374.5
1002,QA Engineer,Pune,Mid,Contract,691077,846752,"Automation, Manual Testing, Python, Selenium",Glassdoor,768914.5
1003,Data Scientist,Pune,Senior,Contract,2022109,2293104,"Pandas, SQL, Statistics, Python",LinkedIn,2157606.5
1004,Data Scientist,Bangalore,Entry,Full-time,464860,716719,"Python, Pandas, Machine Learning",Glassdoor,590789.5
1005,Business Analyst,Pune,Entry,Contract,465544,719384,"Excel, Tableau, Power BI, SQL",Glassdoor,592464.0
1006,Web Developer,Kolkata,Entry,Contract,399118,651071,"HTML, JavaScript, Node.js, React",Naukri,525094.5
1007,Data Analyst,Remote,Senior,Full-time,2162860,2455919,"SQL, Excel",LinkedIn,2309389.5
1008,Web Developer,Pune,Mid,Full-time,859126,1130539,"CSS, React, HTML, Node.js",LinkedIn,994832.5
1009,Data Analyst,Hyderabad,Mid,Contract,640009,745136,"Python, Power BI, Tableau, Excel, SQL",Glassdoor,692572.5
1010,Data Engineer,Bangalore,Mid,Contract,897425,1112893,"Python, ETL",Naukri,1005159.0
1011,Machine Learning Engineer,Remote,Mid,Full-time,873546,1117977,"Python, TensorFlow, PyTorch, AWS",LinkedIn,995761.5
1012,Cloud Engineer,Kolkata,Entry,Full-time,395653,475744,"AWS, Docker, Python",Naukri,435698.5
1013,Software Engineer,Pune,Entry,Internship,426241,528469,"SQL, React",Indeed,477355.0
1014,Database Administrator,Gurgaon,Senior,Contract,2038739,2330527,"Backup & Recovery, MySQL, SQL",Glassdoor,2184633.0
1015,Web Developer,Hyderabad,Mid,Full-time,1016336,1120293,"React, Node.js, CSS, JavaScript, HTML",Indeed,1068314.5
1016,QA Engineer,Remote,Entry,Internship,352355,551027,"SQL, Selenium, Manual Testing, Python",Glassdoor,451691.0
1017,Data Analyst,Delhi,Senior,Internship,2312535,2454876,"SQL, Tableau, Python, Excel, Power BI",Glassdoor,2383705.5
1018,Data Engineer,Mumbai,Mid,Full-time,944433,1091861,"SQL, ETL, Python, AWS",LinkedIn,1018147.0
1019,Machine Learning Engineer,Bangalore,Senior,Full-time,2175965,2374723,"TensorFlow, Python, AWS, PyTorch",Indeed,2275344.0
1020,QA Engineer,Kolkata,Entry,Full-time,447051,569939,"Automation, Python",Naukri,508495.0
1021,Business Analyst,Chennai,Mid,Full-time,626036,886465,"Communication, SQL, Excel, Power BI, Tableau",Naukri,756250.5
1022,Data Scientist,Pune,Mid,Contract,800727,912703,"Machine Learning, Python",Indeed,856715.0
1023,QA Engineer,Gurgaon,Entry,Full-time,405594,465295,"SQL, Selenium",Indeed,435444.5
1024,Data Scientist,Hyderabad,Mid,Contract,757809,879813,"Machine Learning, Statistics, Python, SQL",Glassdoor,818811.0
1025,Database Administrator,Bangalore,Senior,Internship,2153327,2332652,"Backup & Recovery, SQL",Glassdoor,2242989.5
1026,Data Analyst,Bangalore,Entry,Full-time,327560,462195,"Excel, Tableau, SQL, Power BI, Python",LinkedIn,394877.5
1027,Cloud Engineer,Bangalore,Entry,Full-time,329046,391629,"AWS, Docker, Azure, Kubernetes",Indeed,360337.5
1028,Web Developer,Pune,Senior,Contract,2166144,2247575,"JavaScript, CSS, Node.js",Naukri,2206859.5
1029,Business Analyst,Gurgaon,Senior,Contract,2306434,2419485,"Communication, Power BI, Excel, Tableau, SQL",LinkedIn,2362959.5
1030,Data Scientist,Delhi,Mid,Internship,892822,1161854,"SQL, Python, Statistics",LinkedIn,1027338.0
1031,Database Administrator,Mumbai,Entry,Contract,356658,529380,"MySQL, Linux, SQL, Oracle, Backup & Recovery",LinkedIn,443019.0
1032,QA Engineer,Kolkata,Senior,Internship,2152153,2373933,"Automation, Selenium, Python",Indeed,2263043.0
1033,Software Engineer,Noida,Mid,Contract,869203,972423,"Python, Java, React, SQL, Git",Glassdoor,920813.0
1034,Web Developer,Hyderabad,Senior,Internship,1424758,1670062,"CSS, HTML",Naukri,1547410.0
1035,Database Administrator,Delhi,Entry,Internship,473509,662677,"Backup & Recovery, Oracle, SQL, Linux, MySQL",LinkedIn,568093.0
1036,Business Analyst,Pune,Entry,Contract,412944,596093,"SQL, Communication, Excel, Power BI",Glassdoor,504518.5
1037,Data Scientist,Noida,Entry,Full-time,377071,476734,"SQL, Machine Learning, Statistics, Pandas, Python",Glassdoor,426902.5
1038,Data Scientist,Bangalore,Senior,Full-time,1660492,1740687,"Python, Machine Learning",Naukri,1700589.5
1039,Software Engineer,Kolkata,Entry,Internship,359366,640734,"Git, React, Java, SQL, Python",LinkedIn,500050.0
1040,Database Administrator,Pune,Entry,Internship,466959,592454,"SQL, Oracle, Linux, MySQL",Naukri,529706.5
1041,Web Developer,Mumbai,Senior,Internship,1345656,1439341,"JavaScript, React, HTML",Naukri,1392498.5
1042,Data Analyst,Gurgaon,Senior,Internship,1243677,1340211,"SQL, Excel, Power BI, Tableau",Glassdoor,1291944.0
1043,QA Engineer,Gurgaon,Mid,Internship,1057818,1172701,"Selenium, Automation, Python, Manual Testing, SQL",LinkedIn,1115259.5
1044,Cloud Engineer,Pune,Senior,Full-time,1409699,1539548,"Kubernetes, Python, Docker, Azure",Naukri,1474623.5
1045,Cloud Engineer,Gurgaon,Mid,Internship,840517,894071,"Docker, Python, Kubernetes, Azure",Indeed,867294.0
1046,Data Scientist,Kolkata,Mid,Full-time,815125,1089589,"SQL, Machine Learning, Pandas",LinkedIn,952357.0
1047,Data Analyst,Remote,Entry,Internship,354082,599212,"Excel, Python",Glassdoor,476647.0
1048,Data Scientist,Kolkata,Mid,Contract,691725,811274,"Machine Learning, Statistics, Pandas, SQL",Glassdoor,751499.5
1049,Web Developer,Mumbai,Mid,Contract,872670,1106652,"Node.js, HTML, CSS, JavaScript",LinkedIn,989661.0
1050,QA Engineer,Delhi,Mid,Full-time,861581,1154649,"Python, Manual Testing, SQL",LinkedIn,1008115.0
1051,Web Developer,Kolkata,Senior,Internship,2220945,2346510,"JavaScript, HTML",Naukri,2283727.5
1052,Database Administrator,Mumbai,Entry,Contract,332357,396301,"Backup & Recovery, SQL, MySQL, Oracle, Linux",Indeed,364329.0
1053,Data Analyst,Pune,Mid,Internship,1011704,1286888,"SQL, Power BI, Tableau",Indeed,1149296.0
1054,Software Engineer,Remote,Mid,Internship,714744,773168,"SQL, Python, React, Git, Java",LinkedIn,743956.0
1055,Business Analyst,Delhi,Entry,Contract,381457,476887,"Power BI, Excel, Tableau, SQL, Communication",Indeed,429172.0
1056,Data Engineer,Kolkata,Mid,Internship,759905,832343,"Spark, AWS, ETL, Python",Naukri,796124.0
1057,Business Analyst,Hyderabad,Mid,Contract,831683,1063645,"Tableau, Power BI, Excel, Communication",Naukri,947664.0
1058,Business Analyst,Noida,Mid,Internship,614508,903729,"Communication, SQL",Glassdoor,759118.5
1059,Data Engineer,Delhi,Senior,Contract,2274175,2421983,"Spark, ETL, Python",Naukri,2348079.0
1060,Business Analyst,Noida,Entry,Internship,435792,606436,"SQL, Tableau",LinkedIn,521114.0
1061,Web Developer,Hyderabad,Senior,Contract,1404260,1669726,"Node.js, React, JavaScript, CSS",Indeed,1536993.0
1062,Data Analyst,Remote,Entry,Contract,353756,539091,"Tableau, Python, SQL",LinkedIn,446423.5
1063,Software Engineer,Pune,Senior,Contract,1851985,2090503,"Git, Python",Indeed,1971244.0
1064,Data Scientist,Bangalore,Entry,Contract,331728,517996,"SQL, Pandas",Naukri,424862.0
1065,Data Scientist,Bangalore,Mid,Internship,629178,921934,"Machine Learning, Statistics",Glassdoor,775556.0
1066,Database Administrator,Mumbai,Entry,Contract,478604,643719,"Linux, MySQL",Indeed,561161.5
1067,Data Analyst,Pune,Entry,Full-time,434090,678512,"Python, Tableau, Excel",Naukri,556301.0
1068,Web Developer,Hyderabad,Senior,Internship,1777097,1929644,"HTML, React, CSS, JavaScript, Node.js",Glassdoor,1853370.5
1069,Data Analyst,Gurgaon,Mid,Contract,804173,857061,"SQL, Python, Tableau, Excel",LinkedIn,830617.0
1070,Data Engineer,Gurgaon,Mid,Full-time,683002,826783,"ETL, AWS, Spark",Indeed,754892.5
1071,Data Scientist,Pune,Entry,Contract,488536,686161,"Statistics, SQL, Pandas, Machine Learning",Indeed,587348.5
1072,Business Analyst,Gurgaon,Entry,Internship,458817,681562,"Tableau, Power BI, SQL",Glassdoor,570189.5
1073,Machine Learning Engineer,Remote,Senior,Contract,2046775,2114488,"Python, TensorFlow",Indeed,2080631.5
1074,Software Engineer,Hyderabad,Entry,Contract,424888,559733,"Python, Java, Git",Glassdoor,492310.5
1075,Business Analyst,Hyderabad,Mid,Contract,731325,811333,"SQL, Communication",LinkedIn,771329.0
1076,Machine Learning Engineer,Bangalore,Senior,Internship,1425781,1658947,"SQL, TensorFlow, PyTorch, Python, AWS",Naukri,1542364.0
1077,Web Developer,Gurgaon,Mid,Full-time,705482,950033,"React, CSS, HTML",Indeed,827757.5
1078,QA Engineer,Hyderabad,Entry,Full-time,336847,621017,"SQL, Python",Naukri,478932.0
1079,QA Engineer,Hyderabad,Senior,Full-time,2307620,2487689,"Manual Testing, Python, SQL",Indeed,2397654.5
1080,Machine Learning Engineer,Remote,Mid,Full-time,830098,992167,"Python, AWS, SQL, TensorFlow, PyTorch",Naukri,911132.5
1081,Data Scientist,Mumbai,Mid,Contract,883397,1020145,"SQL, Machine Learning",LinkedIn,951771.0
1082,Web Developer,Chennai,Mid,Full-time,751031,820633,"Node.js, JavaScript, CSS",LinkedIn,785832.0
1083,QA Engineer,Kolkata,Entry,Contract,423464,719073,"Selenium, Automation, Manual Testing, SQL",LinkedIn,571268.5
1084,Web Developer,Chennai,Entry,Full-time,353538,546953,"HTML, CSS, React, Node.js",LinkedIn,450245.5
1085,QA Engineer,Bangalore,Senior,Full-time,2072918,2279718,"Automation, Python",Indeed,2176318.0
1086,Data Engineer,Bangalore,Mid,Full-time,860359,1043424,"ETL, AWS, SQL",LinkedIn,951891.5
1087,Web Developer,Bangalore,Entry,Full-time,351425,541458,"HTML, React, Node.js, CSS, JavaScript",LinkedIn,446441.5
1088,Data Engineer,Noida,Mid,Full-time,829613,910544,"ETL, SQL, AWS, Spark",Naukri,870078.5
1089,Data Analyst,Mumbai,Entry,Contract,302634,412173,"Tableau, SQL, Python, Power BI, Excel",LinkedIn,357403.5
1090,Data Scientist,Pune,Entry,Full-time,374080,435540,"Machine Learning, SQL, Statistics, Python",Glassdoor,404810.0
1091,QA Engineer,Gurgaon,Mid,Contract,640267,710289,"Automation, Manual Testing, Python, SQL",LinkedIn,675278.0
1092,Software Engineer,Delhi,Mid,Contract,753450,1031245,"React, SQL, Python",Indeed,892347.5
1093,Cloud Engineer,Hyderabad,Senior,Internship,2061581,2296524,"Docker, AWS, Kubernetes, Python, Azure",LinkedIn,2179052.5
1094,Web Developer,Kolkata,Senior,Full-time,1980958,2220989,"HTML, CSS, JavaScript",Naukri,2100973.5
1095,Database Administrator,Gurgaon,Senior,Full-time,2246284,2515521,"Backup & Recovery, Oracle",LinkedIn,2380902.5
1096,QA Engineer,Delhi,Mid,Full-time,746324,1020345,"Python, Selenium, Manual Testing, SQL, Automation",LinkedIn,883334.5
1097,Data Analyst,Mumbai,Entry,Full-time,472995,636001,"Power BI, SQL",Glassdoor,554498.0
1098,Cloud Engineer,Bangalore,Mid,Internship,1024801,1272278,"AWS, Docker, Kubernetes",Indeed,1148539.5
1099,QA Engineer,Noida,Mid,Full-time,890085,1041825,"Automation, Python, Manual Testing, SQL",LinkedIn,965955.0
1100,Data Engineer,Gurgaon,Mid,Full-time,1075902,1129882,"ETL, Python, AWS, SQL",Naukri,1102892.0
1101,Machine Learning Engineer,Noida,Senior,Contract,1775185,1920001,"PyTorch, Python, SQL, TensorFlow",LinkedIn,1847593.0
1102,QA Engineer,Chennai,Senior,Full-time,2130734,2302034,"Python, Selenium",Indeed,2216384.0
1103,Database Administrator,Chennai,Entry,Contract,445911,553017,"SQL, Oracle, MySQL, Backup & Recovery, Linux",Glassdoor,499464.0
1104,Database Administrator,Delhi,Entry,Internship,429742,513092,"MySQL, Oracle, Backup & Recovery",Indeed,471417.0
1105,Data Analyst,Hyderabad,Entry,Full-time,479422,662255,"Tableau, Power BI, SQL, Python, Excel",LinkedIn,570838.5
1106,Web Developer,Bangalore,Mid,Contract,976606,1038332,"JavaScript, HTML, React",Indeed,1007469.0
1107,Cloud Engineer,Hyderabad,Mid,Full-time,706976,842379,"Kubernetes, AWS, Docker, Azure",LinkedIn,774677.5
1108,Web Developer,Bangalore,Entry,Contract,394447,532261,"JavaScript, React, CSS, HTML, Node.js",Indeed,463354.0
1109,Machine Learning Engineer,Delhi,Entry,Contract,306693,384541,"PyTorch, AWS, Python",Naukri,345617.0
1110,Business Analyst,Bangalore,Senior,Internship,1364511,1434777,"Tableau, Communication, Power BI",Naukri,1399644.0
1111,Data Scientist,Bangalore,Senior,Contract,2299847,2486249,"Machine Learning, Pandas, Python, SQL, Statistics",Glassdoor,2393048.0
1112,Machine Learning Engineer,Chennai,Entry,Internship,382527,628660,"TensorFlow, SQL",Naukri,505593.5
1113,Business Analyst,Hyderabad,Mid,Contract,865102,935141,"Communication, Excel, Tableau, Power BI",Indeed,900121.5
1114,Software Engineer,Pune,Senior,Internship,1489700,1698440,"SQL, React, Python, Java",Naukri,1594070.0
1115,Data Scientist,Noida,Mid,Contract,859103,1074943,"SQL, Statistics, Python",Naukri,967023.0
1116,Data Engineer,Noida,Entry,Contract,486484,780310,"Python, SQL, Spark, AWS, ETL",Indeed,633397.0
1117,Data Engineer,Pune,Entry,Internship,392895,476306,"Spark, SQL, ETL, AWS, Python",Glassdoor,434600.5
1118,Machine Learning Engineer,Remote,Mid,Contract,623717,693050,"SQL, AWS, PyTorch, TensorFlow",LinkedIn,658383.5
1119,Business Analyst,Gurgaon,Mid,Contract,696181,935896,"Excel, SQL",Naukri,816038.5
1120,QA Engineer,Chennai,Senior,Internship,1872004,2036976,"Automation, SQL, Selenium",Glassdoor,1954490.0
1121,Software Engineer,Gurgaon,Mid,Full-time,895767,1081473,"SQL, React, Python, Git, Java",Indeed,988620.0
1122,Data Engineer,Mumbai,Entry,Contract,372943,573711,"Python, ETL, SQL, Spark",Glassdoor,473327.0
1123,Data Scientist,Delhi,Mid,Internship,717248,999336,"Machine Learning, Pandas, Statistics",Glassdoor,858292.0
1124,Data Scientist,Delhi,Entry,Full-time,354222,548968,"Python, Pandas, Machine Learning",Naukri,451595.0
1125,Cloud Engineer,Bangalore,Entry,Full-time,396872,500124,"Python, Kubernetes, Docker, Azure",Glassdoor,448498.0
1126,Cloud Engineer,Gurgaon,Entry,Full-time,487760,722918,"Kubernetes, Python",Indeed,605339.0
1127,Database Administrator,Hyderabad,Mid,Internship,983586,1208885,"Backup & Recovery, SQL",Naukri,1096235.5
1128,Software Engineer,Hyderabad,Senior,Full-time,2263382,2401288,"Git, Java, SQL, Python",Indeed,2332335.0
1129,Data Analyst,Hyderabad,Mid,Full-time,1041152,1237472,"SQL, Excel",Indeed,1139312.0
1130,Data Engineer,Noida,Senior,Contract,1610367,1729910,"SQL, AWS, Python, Spark, ETL",Naukri,1670138.5
1131,Data Engineer,Hyderabad,Entry,Full-time,413854,481486,"Spark, SQL, ETL, Python, AWS",Naukri,447670.0
1132,Business Analyst,Delhi,Senior,Contract,1692234,1909407,"Communication, Excel, Tableau, SQL",Glassdoor,1800820.5
1133,Web Developer,Gurgaon,Senior,Contract,2022524,2229244,"Node.js, React, CSS, HTML",Glassdoor,2125884.0
1134,Software Engineer,Delhi,Entry,Internship,385300,500153,"Java, Python, Git, SQL, React",Glassdoor,442726.5
1135,Machine Learning Engineer,Noida,Senior,Internship,2225873,2433436,"TensorFlow, Python, AWS, PyTorch, SQL",Naukri,2329654.5
1136,Business Analyst,Kolkata,Entry,Internship,476944,610205,"Communication, Tableau, Excel, Power BI, SQL",Indeed,543574.5
1137,Data Analyst,Gurgaon,Mid,Internship,933586,1198157,"Power BI, Python",Naukri,1065871.5
1138,Business Analyst,Remote,Entry,Contract,354054,608408,"Tableau, Power BI",Naukri,481231.0
1139,Data Engineer,Kolkata,Senior,Contract,1244287,1504634,"Python, ETL, SQL, Spark, AWS",LinkedIn,1374460.5
1140,Cloud Engineer,Chennai,Entry,Full-time,440430,594114,"Docker, Azure, Kubernetes",Naukri,517272.0
1141,Machine Learning Engineer,Mumbai,Mid,Full-time,618913,890551,"AWS, Python",Naukri,754732.0
1142,Cloud Engineer,Gurgaon,Mid,Full-time,748420,877447,"Azure, Python",LinkedIn,812933.5
1143,Data Analyst,Hyderabad,Mid,Contract,810108,894499,"SQL, Tableau, Python, Excel",Glassdoor,852303.5
1144,Data Analyst,Kolkata,Entry,Full-time,492904,697095,"Excel, Power BI, Tableau, Python, SQL",Naukri,594999.5
1145,Web Developer,Gurgaon,Mid,Full-time,738553,960532,"React, JavaScript, CSS, HTML, Node.js",Naukri,849542.5
1146,Business Analyst,Delhi,Senior,Internship,2318209,2501009,"Communication, SQL, Excel",Glassdoor,2409609.0
1147,Business Analyst,Kolkata,Mid,Internship,717472,918959,"Communication, Excel",LinkedIn,818215.5
1148,Database Administrator,Gurgaon,Mid,Contract,762849,899994,"SQL, Oracle, Backup & Recovery",LinkedIn,831421.5
1149,Data Engineer,Gurgaon,Entry,Full-time,337048,492743,"Spark, SQL, Python, AWS, ETL",Naukri,414895.5
1150,Business Analyst,Chennai,Mid,Full-time,768528,999144,"SQL, Power BI, Communication, Tableau, Excel",Naukri,883836.0
1151,Cloud Engineer,Chennai,Mid,Internship,841891,1077716,"Python, AWS, Kubernetes, Azure, Docker",Naukri,959803.5
1152,Business Analyst,Bangalore,Entry,Contract,496122,577966,"Excel, Communication, SQL",Naukri,537044.0
1153,Data Analyst,Gurgaon,Mid,Contract,1021083,1208600,"Excel, Python, Tableau, SQL, Power BI",Naukri,1114841.5
1154,Data Scientist,Delhi,Mid,Contract,769023,980267,"Pandas, SQL, Python, Statistics",Indeed,874645.0
1155,Cloud Engineer,Mumbai,Senior,Contract,1726887,1900647,"Azure, Docker, Kubernetes, AWS, Python",Indeed,1813767.0
1156,Cloud Engineer,Gurgaon,Senior,Internship,2073050,2170032,"Kubernetes, AWS, Python",LinkedIn,2121541.0
1157,Web Developer,Mumbai,Senior,Contract,1396813,1587776,"JavaScript, HTML, React, CSS, Node.js",Naukri,1492294.5
1158,Data Scientist,Kolkata,Mid,Internship,929683,983386,"Machine Learning, Pandas, SQL",Naukri,956534.5
1159,QA Engineer,Delhi,Senior,Contract,2045715,2340638,"Automation, Manual Testing, Selenium, SQL",Indeed,2193176.5
1160,Data Scientist,Mumbai,Senior,Full-time,1751420,1949180,"SQL, Statistics",Indeed,1850300.0
1161,Machine Learning Engineer,Remote,Senior,Contract,2192806,2297674,"Python, TensorFlow, AWS",Indeed,2245240.0
1162,Data Scientist,Pune,Senior,Full-time,2197120,2476394,"Machine Learning, Python",Naukri,2336757.0
1163,Data Analyst,Kolkata,Entry,Internship,474284,647934,"Power BI, SQL, Python, Excel",Glassdoor,561109.0
1164,Business Analyst,Gurgaon,Mid,Internship,1039693,1226528,"Tableau, SQL, Power BI, Communication",Indeed,1133110.5
1165,Data Engineer,Delhi,Senior,Internship,2375424,2541199,"ETL, Python, Spark, SQL, AWS",Naukri,2458311.5
1166,Data Engineer,Chennai,Entry,Contract,390699,631668,"SQL, Spark, AWS, ETL, Python",Glassdoor,511183.5
1167,Data Analyst,Gurgaon,Entry,Contract,351088,402559,"Power BI, SQL, Excel, Tableau",Indeed,376823.5
1168,Cloud Engineer,Remote,Entry,Full-time,469664,591740,"Kubernetes, AWS, Docker, Azure, Python",Indeed,530702.0
1169,Data Analyst,Bangalore,Senior,Contract,2153115,2331644,"Python, SQL, Tableau",Glassdoor,2242379.5
1170,Machine Learning Engineer,Remote,Entry,Contract,492989,589364,"Python, SQL, AWS",Naukri,541176.5
1171,Data Analyst,Bangalore,Mid,Full-time,1049781,1242409,"Excel, SQL, Tableau, Power BI",Indeed,1146095.0
1172,Data Engineer,Chennai,Senior,Contract,2045515,2204666,"Python, SQL",LinkedIn,2125090.5
1173,Cloud Engineer,Delhi,Entry,Full-time,416234,477901,"Python, Azure, Docker, Kubernetes",LinkedIn,447067.5
1174,Data Engineer,Bangalore,Senior,Internship,2375578,2517507,"ETL, AWS",Indeed,2446542.5
1175,QA Engineer,Hyderabad,Senior,Full-time,1443818,1734469,"Manual Testing, Selenium",Glassdoor,1589143.5
1176,Data Engineer,Remote,Mid,Full-time,1013525,1066261,"ETL, AWS, Python",LinkedIn,1039893.0
1177,Software Engineer,Mumbai,Mid,Internship,627963,777396,"Python, SQL, Java, React",Naukri,702679.5
1178,Business Analyst,Mumbai,Entry,Full-time,346428,473742,"Communication, Power BI, SQL, Excel",Indeed,410085.0
1179,Machine Learning Engineer,Chennai,Senior,Contract,2296900,2464779,"Python, SQL, AWS",Indeed,2380839.5
1180,Cloud Engineer,Mumbai,Senior,Internship,1805424,1909804,"Python, Docker, AWS, Kubernetes",Glassdoor,1857614.0
1181,Web Developer,Gurgaon,Entry,Full-time,330224,515760,"React, CSS, Node.js",Indeed,422992.0
1182,QA Engineer,Chennai,Mid,Contract,908486,1194749,"SQL, Selenium",Glassdoor,1051617.5
1183,Machine Learning Engineer,Pune,Entry,Internship,387742,525998,"TensorFlow, PyTorch",Glassdoor,456870.0
1184,Web Developer,Gurgaon,Entry,Full-time,415083,677215,"Node.js, React, JavaScript, CSS, HTML",Naukri,546149.0
1185,Software Engineer,Chennai,Mid,Internship,955758,1110917,"Java, Python, SQL, React",Indeed,1033337.5
1186,Business Analyst,Delhi,Mid,Contract,614971,707969,"Power BI, Excel, Tableau",Glassdoor,661470.0
1187,Data Engineer,Chennai,Entry,Full-time,381074,638918,"ETL, AWS, SQL",LinkedIn,509996.0
1188,Data Engineer,Bangalore,Mid,Full-time,1062922,1158028,"ETL, Python, AWS, Spark",Naukri,1110475.0
1189,Software Engineer,Hyderabad,Mid,Full-time,958987,1154568,"Java, Git, React, Python",Naukri,1056777.5
1190,Data Scientist,Kolkata,Mid,Contract,711406,1000699,"Statistics, Pandas, Machine Learning, Python, SQL",Glassdoor,856052.5
1191,Business Analyst,Chennai,Entry,Internship,385750,671160,"Communication, Tableau, Power BI, SQL",Naukri,528455.0
1192,Machine Learning Engineer,Remote,Mid,Full-time,1064303,1273823,"TensorFlow, PyTorch, AWS",LinkedIn,1169063.0
1193,Machine Learning Engineer,Bangalore,Senior,Full-time,1682499,1768695,"TensorFlow, Python, SQL, AWS, PyTorch",Glassdoor,1725597.0
1194,Data Scientist,Noida,Mid,Internship,679035,803736,"Statistics, Pandas, Python, SQL",Naukri,741385.5
1195,Business Analyst,Pune,Entry,Contract,435619,704308,"Communication, SQL",Glassdoor,569963.5
1196,Machine Learning Engineer,Hyderabad,Senior,Full-time,1537397,1671027,"AWS, SQL, PyTorch",Glassdoor,1604212.0
1197,Database Administrator,Gurgaon,Entry,Internship,314289,443706,"Backup & Recovery, SQL, Oracle, MySQL, Linux",Glassdoor,378997.5
1198,Database Administrator,Chennai,Senior,Full-time,1575053,1736219,"SQL, MySQL, Oracle, Linux, Backup & Recovery",Indeed,1655636.0
1199,Software Engineer,Remote,Senior,Internship,1301803,1473637,"Java, React, Python, SQL",Glassdoor,1387720.0
1200,Machine Learning Engineer,Remote,Entry,Internship,411595,550058,"Python, PyTorch, AWS, TensorFlow",Indeed,480826.5
1201,Machine Learning Engineer,Bangalore,Mid,Internship,756071,972790,"AWS, Python",Glassdoor,864430.5
1202,Machine Learning Engineer,Bangalore,Senior,Full-time,1567491,1639523,"TensorFlow, AWS",Glassdoor,1603507.0
1203,Database Administrator,Delhi,Mid,Internship,961230,1173036,"Oracle, Linux, SQL",Indeed,1067133.0
1204,Data Scientist,Chennai,Mid,Full-time,919476,1159218,"Statistics, Python",LinkedIn,1039347.0
1205,Machine Learning Engineer,Delhi,Senior,Internship,1246941,1345157,"Python, SQL, AWS, PyTorch",Glassdoor,1296049.0
1206,QA Engineer,Delhi,Mid,Contract,1018882,1081682,"Automation, Python, Selenium, Manual Testing",Naukri,1050282.0
1207,Web Developer,Pune,Senior,Contract,1295928,1504426,"CSS, JavaScript, Node.js, HTML, React",Indeed,1400177.0
1208,Software Engineer,Noida,Entry,Internship,370006,541232,"Java, Python, React, SQL",Naukri,455619.0
1209,Machine Learning Engineer,Hyderabad,Entry,Contract,486655,696383,"AWS, SQL, PyTorch, TensorFlow, Python",Indeed,591519.0
1210,Database Administrator,Bangalore,Senior,Internship,1870339,2011136,"MySQL, Linux, Backup & Recovery, Oracle, SQL",Indeed,1940737.5
1211,Cloud Engineer,Pune,Senior,Internship,2045022,2103480,"Kubernetes, Docker",Glassdoor,2074251.0
1212,Data Scientist,Kolkata,Entry,Internship,376499,623331,"Statistics, Pandas, Python, Machine Learning",Indeed,499915.0
1213,QA Engineer,Pune,Senior,Contract,2104985,2263877,"SQL, Python",Indeed,2184431.0
1214,Software Engineer,Kolkata,Mid,Internship,918306,1217033,"Java, Git",Naukri,1067669.5
